Username,location,date,content,Rating,Category
Shelly Ray,US,"Mar 4, 2024Verified","Easy meals that taste goodEasy meals that taste good. I really have enjoyed these meals and so have my kids and husband! Date of experience: February 05, 2024",5,Pharma
Kitty,US,"Feb 9, 2023Verified","Food is good and subscription service…Food is good and subscription service is great.Date of experience: January 12, 2023",5,Pharma
Dorie,US,"Oct 27, 2022Verified","When a problem arose in shippingWhen a problem arose in shipping, the PTF staff quickly fixed it.Date of experience: October 07, 2022",5,Pharma
Oscar Gillespie,US,"Dec 19, 2022Verified","A great food planGood food, arrives quickly.  In 4 years I've had no complaints.  Works really well for me.Date of experience: December 19, 2022",5,Pharma
Sandra Sullivan,US,"Apr 19, 2023Verified","Food is good and healthyFood is good and healthy. Not quite like home cooking but decent and filling.Date of experience: April 05, 2023",4,Pharma
Kevin Sullivan,US,"Jul 12, 2023Verified","FoodTasty is tastyFood is tasty, wholesome, and convenient.Date of experience: June 26, 2023",5,Pharma
Deborah Maffettone,US,"Jan 31, 2023Verified","You always put your customers first!Date of experience: January 28, 2023",5,Pharma
Nurşen Aktaş,TR,"Nov 18, 2022","Thank you for the programThank you for the program. It was really comfortable and easyDate of experience: October 12, 2022",5,Pharma
Happy Customer ,US,"Sep 13, 2023Verified","Repeat customerFast delivery Convenient Great taste Healthy *****Date of experience: August 29, 2023",5,Pharma
D Paul,US,"Dec 26, 2022Verified","Cost is insane even with a huge discountDate of experience: December 02, 2022",1,Pharma
David,US,"Feb 27, 2023Verified","This Diet works!This diet works great for me. Their motto: Great taste, small waist! is really true!!! I have lost 25 lbs in 8 weeks and it was so easy!Date of experience: February 27, 2023",5,Pharma
judy railsback,US,"Mar 7, 2024Verified","Great JobGreat Job! Makes everything correct and very pleasant ☺️ 😊 Date of experience: February 06, 2024",5,Pharma
Kenneth Knauss,US,"Feb 1, 2024Verified","Very SatisfiedEasy delivery.  The program is easy and the food is good.Date of experience: January 17, 2024",5,Pharma
Dustin Green,US,"Jan 13, 2024Verified","Love the productLove the product! Quick and convenient plus it tastes great.Date of experience: December 12, 2023",4,Pharma
Jack Bellmer,US,"Jan 21, 2024Verified","I didn't make this orderI didn't make this order. You sent me the wrong items.  WHY!Date of experience: January 21, 2024",1,Pharma
Mulero Hogeland,US,"Aug 6, 2023","Will continue to use when neededWill continue to use when needed, thanksDate of experience: July 29, 2023",5,Pharma
Debbie McCartney,US,"May 3, 2023Verified","Thanks for resolving my issue on the…Thanks for resolving my issue on the first call!Date of experience: April 04, 2023",5,Pharma
Cheryl Havner,US,"May 13, 2024Verified","The food ships quicklyThe food ships quickly. I had an issue and it was resolved quickly.  Date of experience: April 29, 2024",5,Pharma
Charles Thorne,US,"Jul 29, 2024Verified","Charged over $200 additional with no…Charged over $200 additional with no explanation and no response. Date of experience: July 01, 2024",1,Pharma
Paula Orendorf,US,"Aug 23, 2023Verified","Easy to use no pressure to buy certain…Easy to use no pressure to buy certain products.  Great tasteDate of experience: August 07, 2023",5,Pharma
ER,US,"Aug 2, 2023Verified","Super convenientSuper convenient - food tastes greatDate of experience: July 05, 2023",5,Pharma
Gina Collucci,US,"Feb 6, 2023Verified","love!love!! its real food that keeps me full and is deliciousDate of experience: January 30, 2023",5,Pharma
Mary Isbell,US,"Mar 15, 2023Verified","Prompt service & quality foodDate of experience: February 27, 2023",5,Pharma
Merchant,US,"Jul 23, 2024Verified","Excellent service and support received…Excellent service and support received from JakeDate of experience: June 24, 2024",5,Pharma
Viec to tung Chin,US,"Oct 2, 2023","This worksThis works. Used this company for years when I need to drop some weight quickly.Date of experience: October 02, 2023",5,Pharma
Clint Overton,US,"Sep 17, 2022","Highly recommend checking this out.Date of experience: September 16, 2022",5,Pharma
Terra,US,"Dec 14, 2022Verified","food is good and delivery is on time.Date of experience: December 03, 2022",5,Pharma
nancy,US,"Mar 13, 2023Verified","Great tasting convenient food planPTF plan is easy to follow, easy to make and tastes great.Date of experience: March 13, 2023",5,Pharma
Kate,US,"Jun 27, 2023Verified","Everything was freezer burned and…Everything was freezer burned and tasted stale.Date of experience: June 12, 2023",2,Pharma
KEN MCCRAY,US,"Oct 26, 2022Verified","Food is never hot on your time tableDate of experience: October 26, 2022",3,Pharma
Sandra,US,"Dec 28, 2022Verified","Convenient and easy to prepare…Convenient and easy to prepare delicious foodDate of experience: December 03, 2022",5,Pharma
michael,US,"Jul 15, 2024Verified","Quick easy and great tasingQuick easy and great tasing. A true valueDate of experience: July 01, 2024",5,Pharma
C. Richards,US,"Oct 25, 2023Verified","Good foodGood food, just right on portionsDate of experience: September 27, 2023",4,Pharma
Becky Trainer,US,"Sep 11, 2023Verified","Good FoodI love this food and it is easy to cook and good to eatDate of experience: August 28, 2023",5,Pharma
Cornelius Rozemond,US,"May 30, 2024Verified","Well done.Excellent coupon Deal extended to me, and excellent customer service.Date of experience: April 29, 2024",5,Pharma
Lisa Kussmaul,US,"Mar 22, 2023Verified","Food tastes great!The quality and price of the food is great!Date of experience: March 22, 2023",5,Pharma
Tim,US,"Feb 8, 2023Verified","Good productGood product, quick shippingDate of experience: January 28, 2023",5,Pharma
Mary Howell,US,"Jun 18, 2024Verified","Great customer service and delicious…Great customer service and delicious food! Date of experience: November 28, 2023",5,Pharma
Robert Wallace,US,"Apr 4, 2023Verified","Good food and very easy to prepare.Date of experience: March 21, 2023",5,Pharma
Chris Thomas,US,"May 8, 2023Verified","Easy website designEasy website design, helpful customer service!Date of experience: April 10, 2023",5,Pharma
Marian,US,"Jun 13, 2023Verified","Great food and resultsDate of experience: May 30, 2023",5,Pharma
Jerry  V Beard,US,"Dec 18, 2023Verified","The product works.It’s a tried and true way to lose weight.Date of experience: December 04, 2023",5,Pharma
Ramay brother,SA,"Oct 23, 2022","Prompt Delivery and ResponseDate of experience: October 12, 2022",5,Pharma
Patti Bennett,US,"Jul 21, 2023Verified","I love the food and I’ve lost 18…I love the food and I’ve lost 18 pounds! Thanks PTF!Date of experience: June 26, 2023",5,Pharma
KR,US,"Jul 24, 2023Verified","Good good and service.Date of experience: June 26, 2023",5,Pharma
Brice Wells,US,"Feb 1, 2024Verified","The food was really good and easy to…The food was really good and easy to cook.Date of experience: January 18, 2024",5,Pharma
Trudy Wilson,US,"Sep 22, 2022Verified","September foodAll the food I ordered was really good.Date of experience: August 27, 2022",5,Pharma
Robert Forrester,US,"Jun 1, 2023Verified","I lost 20 pounds on the 28 day plan.Date of experience: May 02, 2023",5,Pharma
Celeste Eady,US,"Nov 30, 2022Verified","20% of the food bags were open.Date of experience: November 12, 2022",2,Pharma
Frances Walker,US,"May 29, 2024Verified","Experience is always great.Date of experience: May 15, 2024",5,Pharma
R.  Upchurch,US,"Oct 24, 2022Verified","Good food that works!Date of experience: October 24, 2022",5,Pharma
ROB,US,"Apr 24, 2023Verified","love the food!Date of experience: April 10, 2023",4,Pharma
Aileen Osborne,US,"Apr 9, 2024Verified","Tastes greatDate of experience: March 12, 2024",4,Pharma
Anna Borjas,US,"Apr 30, 2024Verified","Trainer food is very goodGood experienceDate of experience: April 01, 2024",5,Pharma
customer,US,"Jun 27, 2024Verified","//////////Date of experience: May 28, 2024",5,Pharma
Michelle R,US,"Sep 12, 2022Verified","Can’t beat it! The food arrived quickly and it’s tasty…The food arrived quickly and it’s tasty healthy and convenient. Can’t beat it! Thanks so much for your excellent product and service PTF!!!Date of experience: August 29, 2022",5,Pharma
